ID,monthly_income,immovables,has_tesla,employment_situation,credit_score
96509,>1000,>2,no,self-employed,600
96782,>1000,>2,no,self-employed,600
109148,>1000,>2,no,self-employed,600
109288,>1000,>2,no,self-employed,600
109979,>1000,>2,no,self-employed,600
110060,>1000,>2,no,self-employed,600
110219,>1000,>2,no,self-employed,600
110425,>1000,>2,no,self-employed,600
110830,>1000,>2,no,self-employed,600
112739,>1000,>2,no,self-employed,600
112855,>1000,>2,no,self-employed,600
119272,>1000,>2,no,self-employed,600
120096,>1000,>2,no,self-employed,600
120779,>1000,>2,no,self-employed,600
120863,>1000,>2,no,self-employed,600
121217,>1000,>2,no,self-employed,600
121934,>1000,>2,no,self-employed,600
123633,>1000,>2,no,self-employed,600
123788,>1000,>2,no,self-employed,600
127343,>1000,>2,no,self-employed,600
128922,>1000,>2,no,self-employed,600
136142,>1000,>2,no,self-employed,600
136276,>1000,>2,no,self-employed,600
136979,>1000,>2,no,self-employed,600
137058,>1000,>2,no,self-employed,600
137425,>1000,>2,no,self-employed,600
138124,>1000,>2,no,self-employed,600
139814,>1000,>2,no,self-employed,600
146235,>1000,>2,no,self-employed,600
146925,>1000,>2,no,self-employed,600
147062,>1000,>2,no,self-employed,600
147756,>1000,>2,no,self-employed,600
147833,>1000,>2,no,self-employed,600
251053,>1000,>2,no,self-employed,600
147990,>1000,>2,no,self-employed,600
148198,>1000,>2,no,self-employed,600
148364,>1000,>2,no,self-employed,600
148602,>1000,>2,no,self-employed,600
148905,>1000,>2,no,self-employed,600
150486,>1000,>2,no,self-employed,600
150610,>1000,>2,no,self-employed,600
150758,>1000,>2,no,self-employed,600
154281,>1000,>2,no,self-employed,600
156125,>1000,>2,no,self-employed,600
159665,>1000,>2,no,self-employed,600
161481,>1000,>2,no,self-employed,600
165042,>1000,>2,no,self-employed,600
166639,>1000,>2,no,self-employed,600
166913,>1000,>2,no,self-employed,600
173900,>1000,>2,no,self-employed,600
174041,>1000,>2,no,self-employed,600
174747,>1000,>2,no,self-employed,600
174829,>1000,>2,no,self-employed,600
174994,>1000,>2,no,self-employed,600
175192,>1000,>2,no,self-employed,600
175356,>1000,>2,no,self-employed,600
175585,>1000,>2,no,self-employed,600
251105,>1000,>2,no,self-employed,600
175887,>1000,>2,no,self-employed,600
177484,>1000,>2,no,self-employed,600
177605,>1000,>2,no,self-employed,600
177757,>1000,>2,no,self-employed,600
195660,>1000,>2,no,self-employed,600
196349,>1000,>2,no,self-employed,600
196425,>1000,>2,no,self-employed,600
196599,>1000,>2,no,self-employed,600
196799,>1000,>2,no,self-employed,600
196969,>1000,>2,no,self-employed,600
197203,>1000,>2,no,self-employed,600
197510,>1000,>2,no,self-employed,600
199217,>1000,>2,no,self-employed,600
199371,>1000,>2,no,self-employed,600
216297,>1000,>2,no,self-employed,600
216416,>1000,>2,no,self-employed,600
217700,>1000,>2,no,self-employed,600
217712,>1000,>2,no,self-employed,600
251171,>1000,0,yes,self-employed,600
217867,>1000,>2,no,self-employed,600
218170,>1000,>2,no,self-employed,600
218253,>1000,>2,no,self-employed,600
218697,>1000,>2,no,self-employed,600
219367,>1000,>2,no,self-employed,600
219588,>1000,>2,no,self-employed,600
219911,>1000,>2,no,self-employed,600
220303,>1000,>2,no,self-employed,600
220636,>1000,>2,no,self-employed,600
220787,>1000,>2,no,self-employed,600
221085,>1000,>2,no,self-employed,600
221199,>1000,>2,no,self-employed,600
222504,>1000,>2,no,self-employed,600
222697,>1000,>2,no,self-employed,600
222800,>1000,>2,no,self-employed,600
222874,>1000,>2,no,self-employed,600
222892,>1000,>2,no,self-employed,600
222909,>1000,>2,no,self-employed,600
223054,>1000,>2,no,self-employed,600
223234,>1000,>2,no,self-employed,600
223470,>1000,>2,no,self-employed,600
223648,>1000,>2,no,self-employed,600
223756,>1000,>2,no,self-employed,600
223950,>1000,>2,no,self-employed,600
224121,>1000,>2,no,self-employed,600
224365,>1000,>2,no,self-employed,600
224796,>1000,>2,no,self-employed,600
225332,>1000,>2,no,self-employed,600
225535,>1000,>2,no,self-employed,600
225689,>1000,>2,no,self-employed,600
225904,>1000,>2,no,self-employed,600
225959,>1000,>2,no,self-employed,600
226721,>1000,>2,no,self-employed,600
227287,>1000,>2,no,self-employed,600
227295,>1000,>2,no,self-employed,600
227675,>1000,>2,no,self-employed,600
227714,>1000,>2,no,self-employed,600
228090,>1000,>2,no,self-employed,600
228235,>1000,>2,no,self-employed,600
228329,>1000,>2,no,self-employed,600
228357,>1000,>2,no,self-employed,600
251333,>1000,0,yes,self-employed,600
228811,>1000,>2,no,self-employed,600
228929,>1000,>2,no,self-employed,600
229255,>1000,>2,no,self-employed,600
229693,>1000,>2,no,self-employed,600
230125,>1000,>2,no,self-employed,600
230523,>1000,>2,no,self-employed,600
230845,>1000,>2,no,self-employed,600
231025,>1000,>2,no,self-employed,600
232132,>1000,>2,no,self-employed,600
232188,>1000,>2,no,self-employed,600
232389,>1000,>2,no,self-employed,600
232527,>1000,>2,no,self-employed,600
233890,>1000,>2,no,self-employed,600
234646,>1000,>2,no,self-employed,600
234962,>1000,>2,no,self-employed,600
235491,>1000,>2,no,self-employed,600
236502,>1000,>2,no,self-employed,600
237229,>1000,>2,no,self-employed,600
237276,>1000,>2,no,self-employed,600
237529,>1000,>2,no,self-employed,600
237654,>1000,>2,no,self-employed,600
238018,>1000,>2,no,self-employed,600
238845,>1000,>2,no,self-employed,600
240032,>1000,>2,no,self-employed,600
240236,>1000,>2,no,self-employed,600
240557,>1000,>2,no,self-employed,600
240809,>1000,>2,no,self-employed,600
240905,>1000,>2,no,self-employed,600
241047,>1000,>2,no,self-employed,600
241677,>1000,>2,no,self-employed,600
242473,>1000,>2,no,self-employed,600
243415,>1000,>2,no,self-employed,600
243497,>1000,>2,no,self-employed,600
243896,>1000,>2,no,self-employed,600
243928,>1000,>2,no,self-employed,600
251420,>1000,>2,no,self-employed,600
244716,>1000,>2,no,self-employed,600
245428,>1000,>2,no,self-employed,600
245495,>1000,>2,no,self-employed,600
246153,>1000,>2,no,self-employed,600
246477,>1000,>2,no,self-employed,600
246527,>1000,>2,no,self-employed,600
251454,>1000,>2,no,self-employed,600
246773,>1000,>2,no,self-employed,600
247476,>1000,>2,no,self-employed,600
247609,>1000,>2,no,self-employed,600
248463,>1000,>2,no,self-employed,600
248872,>1000,>2,no,self-employed,600
248876,>1000,>2,no,self-employed,600
249341,>1000,>2,no,self-employed,600
251365,>1000,>2,no,self-employed,600
251441,>1000,>2,no,self-employed,600
251870,>1000,>2,no,self-employed,600
251778,>1000,>2,no,self-employed,600
251838,>1000,>2,no,self-employed,600
251875,>1000,>2,no,self-employed,600
251888,>1000,0,yes,self-employed,600
251892,>1000,>2,no,self-employed,600
251964,>1000,0,yes,self-employed,600
251953,>1000,1-2,no,self-employed,600
251984,>1000,1-2,no,self-employed,600
148,>1000,1-2,no,self-employed,550
232,>1000,1-2,no,self-employed,550
282,>1000,1-2,no,self-employed,550
489,>1000,1-2,no,self-employed,550
703,>1000,1-2,no,self-employed,550
739,>1000,1-2,no,self-employed,550
797,>1000,1-2,no,self-employed,550
829,>1000,1-2,no,self-employed,550
939,>1000,1-2,no,self-employed,550
1002,>1000,1-2,no,self-employed,550
1018,>1000,1-2,no,self-employed,550
1068,>1000,1-2,no,self-employed,550
1101,>1000,1-2,no,self-employed,550
1121,>1000,1-2,no,self-employed,550
2657,<1000,>2,no,self-employed,550
3576,<1000,0,yes,self-employed,550
4089,<1000,>2,no,self-employed,550
5950,<500,>2,yes,self-employed,550
8011,<1000,>2,no,self-employed,550
8946,<1000,0,yes,self-employed,550
9488,<1000,>2,no,self-employed,550
13400,<1000,>2,no,self-employed,550
14335,<1000,0,yes,self-employed,550
246487,<1000,1-2,no,employee,550
234926,<1000,1-2,no,employee,550
226674,<1000,1-2,no,employee,550
4004,<1000,1-2,no,employee,550
9388,<1000,1-2,no,employee,550
16745,<500,>2,yes,self-employed,550
18788,<1000,>2,no,self-employed,550
20255,<1000,>2,no,self-employed,550
24176,<1000,>2,no,self-employed,550
25607,<1000,>2,no,self-employed,550
243416,<1000,0,no,employee,550
221648,<1000,0,no,employee,550
248149,<1000,0,no,employee,550
29545,<1000,>2,no,self-employed,550
231034,>1000,0,no,employee,550
249897,>1000,0,no,employee,550
248494,>1000,0,no,employee,550
248677,>1000,0,no,employee,550
2744,>1000,0,no,employee,550
8092,>1000,0,no,employee,550
13489,>1000,0,no,employee,550
18874,>1000,0,no,employee,550
29631,>1000,0,no,employee,550
35054,>1000,0,no,employee,550
40457,>1000,0,no,employee,550
45865,>1000,0,no,employee,550
51282,>1000,0,no,employee,550
56712,>1000,0,no,employee,550
62087,>1000,0,no,employee,550
67523,>1000,0,no,employee,550
72900,>1000,0,no,employee,550
78346,>1000,0,no,employee,550
83742,>1000,0,no,employee,550
89129,>1000,0,no,employee,550
94500,>1000,0,no,employee,550
99899,>1000,0,no,employee,550
105329,>1000,0,no,employee,550
31019,<1000,>2,no,self-employed,550
34969,<1000,>2,no,self-employed,550
36429,<1000,>2,no,self-employed,550
40371,<1000,>2,no,self-employed,550
41834,<1000,>2,no,self-employed,550
45777,<1000,>2,no,self-employed,550
47240,<1000,>2,no,self-employed,550
51196,<1000,>2,no,self-employed,550
52649,<1000,>2,no,self-employed,550
56628,<1000,>2,no,self-employed,550
62004,<1000,>2,no,self-employed,550
68896,<1000,>2,no,self-employed,550
72814,<1000,>2,no,self-employed,550
74305,<1000,>2,no,self-employed,550
78262,<1000,>2,no,self-employed,550
79717,<1000,>2,no,self-employed,550
85117,<1000,>2,no,self-employed,550
89043,<1000,>2,no,self-employed,550
90483,<1000,>2,no,self-employed,550
95873,<1000,>2,no,self-employed,550
101290,<1000,>2,no,self-employed,550
105250,<1000,>2,no,self-employed,550
106696,<1000,>2,no,self-employed,550
110642,<1000,>2,no,self-employed,550
112117,<1000,>2,no,self-employed,550
116033,<1000,>2,no,self-employed,550
117493,<1000,>2,no,self-employed,550
121436,<1000,>2,no,self-employed,550
122909,<1000,>2,no,self-employed,550
126847,<1000,>2,no,self-employed,550
128300,<1000,>2,no,self-employed,550
132251,<1000,>2,no,self-employed,550
133704,<1000,>2,no,self-employed,550
137631,<1000,>2,no,self-employed,550
139072,<1000,>2,no,self-employed,550
143008,<1000,>2,no,self-employed,550
144456,<1000,>2,no,self-employed,550
148405,<1000,>2,no,self-employed,550
153784,<1000,>2,no,self-employed,550
155245,<1000,>2,no,self-employed,550
160600,<1000,>2,no,self-employed,550
164546,<1000,>2,no,self-employed,550
166017,<1000,>2,no,self-employed,550
169956,<1000,>2,no,self-employed,550
176861,<1000,>2,no,self-employed,550
180805,<1000,>2,no,self-employed,550
182257,<1000,>2,no,self-employed,550
186194,<1000,>2,no,self-employed,550
187693,<1000,>2,no,self-employed,550
191628,<1000,>2,no,self-employed,550
193084,<1000,>2,no,self-employed,550
197010,<1000,>2,no,self-employed,550
198473,<1000,>2,no,self-employed,550
202469,<1000,>2,no,self-employed,550
207839,<1000,>2,no,self-employed,550
209305,<1000,>2,no,self-employed,550
213240,<1000,>2,no,self-employed,550
214726,<1000,>2,no,self-employed,550
216224,<1000,>2,no,self-employed,550
217433,<1000,>2,no,self-employed,550
219415,<1000,>2,no,self-employed,550
222520,<1000,>2,no,self-employed,550
224040,<1000,>2,no,self-employed,550
231557,<1000,>2,no,self-employed,550
232719,<1000,>2,no,self-employed,550
232806,<1000,>2,no,self-employed,550
233159,<1000,>2,no,self-employed,550
235069,<1000,>2,no,self-employed,550
235226,<1000,>2,no,self-employed,550
238040,<1000,>2,no,self-employed,550
238478,<1000,>2,no,self-employed,550
238946,<1000,>2,no,self-employed,550
240247,<1000,>2,no,self-employed,550
243989,<1000,>2,no,self-employed,550
244147,<1000,>2,no,self-employed,550
245271,<500,>2,yes,self-employed,550
245619,<1000,>2,no,self-employed,550
246620,<1000,>2,no,self-employed,550
246843,<1000,>2,no,self-employed,550
248426,<1000,>2,no,self-employed,550
248503,<1000,>2,no,self-employed,550
248834,<1000,>2,no,self-employed,550
10643,<500,1-2,no,employee,500
16060,<500,1-2,no,employee,500
21420,<500,1-2,no,employee,500
26796,<500,1-2,no,employee,500
92,<500,1-2,yes,self-employed,500
129,<500,1-2,yes,self-employed,500
500,<500,1-2,yes,self-employed,500
615,<500,0,yes,self-employed,500
238575,>1000,>2,yes,unemployed,500
1627,<500,>2,no,self-employed,500
250461,>1000,>2,yes,unemployed,500
221033,>1000,>2,yes,unemployed,500
3533,<500,>2,no,self-employed,500
3921,<500,>2,no,self-employed,500
243734,>1000,>2,yes,unemployed,500
5975,<500,0,yes,self-employed,500
76106,<500,0,no,employee,500
81513,<500,0,no,employee,500
86922,<500,0,no,employee,500
92266,<500,0,no,employee,500
97674,<500,0,no,employee,500
103096,<500,0,no,employee,500
108483,<500,0,no,employee,500
113899,<500,0,no,employee,500
11350,<500,0,yes,self-employed,500
178651,<500,0,no,employee,500
184041,<500,0,no,employee,500
189470,<500,0,no,employee,500
194871,<500,0,no,employee,500
200291,<500,0,no,employee,500
205716,<500,0,no,employee,500
211099,<500,0,no,employee,500
16769,<500,0,yes,self-employed,500
135344,<1000,0,no,employee,500
146129,<1000,0,no,employee,500
151497,<1000,0,no,employee,500
156886,<1000,0,no,employee,500
162248,<1000,0,no,employee,500
167666,<1000,0,no,employee,500
173089,<1000,0,no,employee,500
178508,<1000,0,no,employee,500
22135,<500,0,yes,self-employed,500
183905,<1000,0,no,employee,500
189336,<1000,0,no,employee,500
194731,<1000,0,no,employee,500
200148,<1000,0,no,employee,500
205574,<1000,0,no,employee,500
210960,<1000,0,no,employee,500
222991,<1000,0,no,employee,500
228053,<1000,0,no,employee,500
27510,<500,0,yes,self-employed,500
32927,<500,0,yes,self-employed,500
43740,<500,0,yes,self-employed,500
49122,<500,0,yes,self-employed,500
59948,<500,0,yes,self-employed,500
65368,<500,0,yes,self-employed,500
70776,<500,0,yes,self-employed,500
76200,<500,0,yes,self-employed,500
81605,<500,0,yes,self-employed,500
87015,<500,0,yes,self-employed,500
92365,<500,0,yes,self-employed,500
97772,<500,0,yes,self-employed,500
103194,<500,0,yes,self-employed,500
108585,<500,0,yes,self-employed,500
113992,<500,0,yes,self-employed,500
119400,<500,0,yes,self-employed,500
124785,<500,0,yes,self-employed,500
130207,<500,0,yes,self-employed,500
135579,<500,0,yes,self-employed,500
140955,<500,0,yes,self-employed,500
146371,<500,0,yes,self-employed,500
157119,<500,0,yes,self-employed,500
162482,<500,0,yes,self-employed,500
167911,<500,0,yes,self-employed,500
173327,<500,0,yes,self-employed,500
178752,<500,0,yes,self-employed,500
184134,<500,0,yes,self-employed,500
189571,<500,0,yes,self-employed,500
194971,<500,0,yes,self-employed,500
200391,<500,0,yes,self-employed,500
205818,<500,0,yes,self-employed,500
224761,<500,0,yes,self-employed,500
231827,<500,0,yes,self-employed,500
237687,<500,0,yes,self-employed,500
242608,<500,0,yes,self-employed,500
244901,<500,0,yes,self-employed,500
245893,<500,0,yes,self-employed,500
249790,<500,>2,no,self-employed,500
250748,<500,>2,no,self-employed,500
250765,<500,>2,no,self-employed,500
251207,<500,>2,no,self-employed,500
231887,>1000,0,no,self-employed,500
232879,>1000,0,no,self-employed,500
239680,>1000,0,no,self-employed,500
251768,>1000,1-2,yes,unemployed,500
248261,>1000,0,no,self-employed,500
251965,<500,1-2,yes,self-employed,500
109,<1000,1-2,no,self-employed,450
157,<1000,1-2,no,self-employed,450
229952,<500,0,no,employee,450
227242,<500,0,no,employee,450
249747,<500,0,no,employee,450
241912,<500,0,no,employee,450
1426,<500,0,no,employee,450
6797,<500,0,no,employee,450
12143,<500,0,no,employee,450
17571,<500,0,no,employee,450
22956,<500,0,no,employee,450
28325,<500,0,no,employee,450
33750,<500,0,no,employee,450
39141,<500,0,no,employee,450
44550,<500,0,no,employee,450
49956,<500,0,no,employee,450
55380,<500,0,no,employee,450
60770,<500,0,no,employee,450
66196,<500,0,no,employee,450
71598,<500,0,no,employee,450
215,>1000,>2,no,unemployed,450
77021,<500,0,no,employee,450
82422,<500,0,no,employee,450
87828,<500,0,no,employee,450
93191,<500,0,no,employee,450
98575,<500,0,no,employee,450
104017,<500,0,no,employee,450
109414,<500,0,no,employee,450
114816,<500,0,no,employee,450
120223,<500,0,no,employee,450
131013,<500,0,no,employee,450
141775,<500,0,no,employee,450
147181,<500,0,no,employee,450
152561,<500,0,no,employee,450
157950,<500,0,no,employee,450
163308,<500,0,no,employee,450
168729,<500,0,no,employee,450
174171,<500,0,no,employee,450
179572,<500,0,no,employee,450
184958,<500,0,no,employee,450
300,>1000,1-2,yes,unemployed,450
190393,<500,0,no,employee,450
195774,<500,0,no,employee,450
201219,<500,0,no,employee,450
206627,<500,0,no,employee,450
212011,<500,0,no,employee,450
247904,<500,0,no,employee,450
1529,<500,0,no,employee,450
6898,<500,0,no,employee,450
2984,>1000,1-2,yes,unemployed,450
12237,<500,0,no,employee,450
17674,<500,0,no,employee,450
23057,<500,0,no,employee,450
28420,<500,0,no,employee,450
33855,<500,0,no,employee,450
39242,<500,0,no,employee,450
44642,<500,0,no,employee,450
50056,<500,0,no,employee,450
60871,<500,0,no,employee,450
66298,<500,0,no,employee,450
71693,<500,0,no,employee,450
4727,>1000,1-2,yes,unemployed,450
302,>1000,>2,no,unemployed,450
77119,<500,0,no,employee,450
82521,<500,0,no,employee,450
87926,<500,0,no,employee,450
93286,<500,0,no,employee,450
98681,<500,0,no,employee,450
104113,<500,0,no,employee,450
109509,<500,0,no,employee,450
120322,<500,0,no,employee,450
125717,<500,0,no,employee,450
131111,<500,0,no,employee,450
136504,<500,0,no,employee,450
147279,<500,0,no,employee,450
152663,<500,0,no,employee,450
158049,<500,0,no,employee,450
163411,<500,0,no,employee,450
326,<1000,1-2,no,self-employed,450
168826,<500,0,no,employee,450
174270,<500,0,no,employee,450
195872,<500,0,no,employee,450
201319,<500,0,no,employee,450
206723,<500,0,no,employee,450
5058,>1000,1-2,yes,unemployed,450
1164,>1000,0,no,self-employed,450
11884,>1000,0,no,self-employed,450
617,<1000,1-2,no,self-employed,450
792,>1000,>2,no,unemployed,450
827,>1000,>2,no,unemployed,450
212111,<500,0,no,employee,450
222558,<500,0,no,employee,450
217509,<500,0,no,employee,450
17305,>1000,0,no,self-employed,450
22680,>1000,0,no,self-employed,450
1235,>1000,>2,no,unemployed,450
28057,>1000,0,no,self-employed,450
33482,>1000,0,no,self-employed,450
38871,>1000,0,no,self-employed,450
1491,>1000,>2,no,unemployed,450
44287,>1000,0,no,self-employed,450
49687,>1000,0,no,self-employed,450
55109,>1000,0,no,self-employed,450
2170,>1000,>2,no,unemployed,450
2179,>1000,>2,no,unemployed,450
60502,>1000,0,no,self-employed,450
2309,>1000,>2,no,unemployed,450
2419,>1000,>2,no,unemployed,450
65939,>1000,0,no,self-employed,450
3065,>1000,>2,no,unemployed,450
3075,>1000,>2,no,unemployed,450
3368,>1000,>2,no,unemployed,450
3639,>1000,>2,no,unemployed,450
71331,>1000,0,no,self-employed,450
76747,>1000,0,no,self-employed,450
3953,<1000,>2,yes,unemployed,450
87560,>1000,0,no,self-employed,450
4271,>1000,>2,no,unemployed,450
4294,>1000,>2,no,unemployed,450
92922,>1000,0,no,self-employed,450
4624,>1000,>2,no,unemployed,450
98310,>1000,0,no,self-employed,450
103745,>1000,0,no,self-employed,450
4910,>1000,>2,no,unemployed,450
109142,>1000,0,no,self-employed,450
114539,>1000,0,no,self-employed,450
5312,>1000,>2,no,unemployed,450
5583,>1000,>2,no,unemployed,450
5672,>1000,>2,no,unemployed,450
119955,>1000,0,no,self-employed,450
130749,>1000,0,no,self-employed,450
6139,>1000,>2,no,unemployed,450
6174,>1000,>2,no,unemployed,450
136135,>1000,0,no,self-employed,450
146918,>1000,0,no,self-employed,450
152297,>1000,0,no,self-employed,450
6862,>1000,>2,no,unemployed,450
7529,>1000,>2,no,unemployed,450
7538,>1000,>2,no,unemployed,450
7667,>1000,>2,no,unemployed,450
7779,>1000,>2,no,unemployed,450
8419,>1000,>2,no,unemployed,450
8430,>1000,>2,no,unemployed,450
8721,>1000,>2,no,unemployed,450
9013,>1000,>2,no,unemployed,450
9332,<1000,>2,yes,unemployed,450
9690,>1000,>2,no,unemployed,450
10017,>1000,>2,no,unemployed,450
10289,>1000,>2,no,unemployed,450
10651,>1000,>2,no,unemployed,450
10689,>1000,>2,no,unemployed,450
10961,>1000,>2,no,unemployed,450
11050,>1000,>2,no,unemployed,450
11516,>1000,>2,no,unemployed,450
11551,>1000,>2,no,unemployed,450
11946,>1000,>2,no,unemployed,450
12200,>1000,>2,no,unemployed,450
12883,>1000,>2,no,unemployed,450
12892,>1000,>2,no,unemployed,450
13028,>1000,>2,no,unemployed,450
13145,>1000,>2,no,unemployed,450
13810,>1000,>2,no,unemployed,450
14117,>1000,>2,no,unemployed,450
14404,>1000,>2,no,unemployed,450
14727,<1000,>2,yes,unemployed,450
15091,>1000,>2,no,unemployed,450
15426,>1000,>2,no,unemployed,450
15707,>1000,>2,no,unemployed,450
16069,>1000,>2,no,unemployed,450
16108,>1000,>2,no,unemployed,450
16376,>1000,>2,no,unemployed,450
16932,>1000,>2,no,unemployed,450
16963,>1000,>2,no,unemployed,450
17375,>1000,>2,no,unemployed,450
17633,>1000,>2,no,unemployed,450
18295,>1000,>2,no,unemployed,450
18304,>1000,>2,no,unemployed,450
18441,>1000,>2,no,unemployed,450
18550,>1000,>2,no,unemployed,450
19195,>1000,>2,no,unemployed,450
19204,>1000,>2,no,unemployed,450
19503,>1000,>2,no,unemployed,450
19788,>1000,>2,no,unemployed,450
20103,<1000,>2,yes,unemployed,450
20432,>1000,>2,no,unemployed,450
20450,>1000,>2,no,unemployed,450
20782,>1000,>2,no,unemployed,450
21428,>1000,>2,no,unemployed,450
21465,>1000,>2,no,unemployed,450
21737,>1000,>2,no,unemployed,450
21827,>1000,>2,no,unemployed,450
22306,>1000,>2,no,unemployed,450
22336,>1000,>2,no,unemployed,450
23021,>1000,>2,no,unemployed,450
23687,>1000,>2,no,unemployed,450
23689,>1000,>2,no,unemployed,450
23698,>1000,>2,no,unemployed,450
23833,>1000,>2,no,unemployed,450
24576,>1000,>2,no,unemployed,450
24586,>1000,>2,no,unemployed,450
24869,>1000,>2,no,unemployed,450
25150,>1000,>2,no,unemployed,450
25461,<1000,>2,yes,unemployed,450
25790,>1000,>2,no,unemployed,450
26160,>1000,>2,no,unemployed,450
26442,>1000,>2,no,unemployed,450
26804,>1000,>2,no,unemployed,450
26842,>1000,>2,no,unemployed,450
27112,>1000,>2,no,unemployed,450
27197,>1000,>2,no,unemployed,450
27677,>1000,>2,no,unemployed,450
27712,>1000,>2,no,unemployed,450
28384,>1000,>2,no,unemployed,450
29058,>1000,>2,no,unemployed,450
29060,>1000,>2,no,unemployed,450
29068,>1000,>2,no,unemployed,450
29198,>1000,>2,no,unemployed,450
29312,>1000,>2,no,unemployed,450
29955,>1000,>2,no,unemployed,450
30262,>1000,>2,no,unemployed,450
30867,<1000,>2,yes,unemployed,450
31225,>1000,>2,no,unemployed,450
31563,>1000,>2,no,unemployed,450
31846,>1000,>2,no,unemployed,450
32251,>1000,>2,no,unemployed,450
32526,>1000,>2,no,unemployed,450
32611,>1000,>2,no,unemployed,450
33099,>1000,>2,no,unemployed,450
33134,>1000,>2,no,unemployed,450
33554,>1000,>2,no,unemployed,450
33817,>1000,>2,no,unemployed,450
34484,>1000,>2,no,unemployed,450
34492,>1000,>2,no,unemployed,450
34625,>1000,>2,no,unemployed,450
34738,>1000,>2,no,unemployed,450
35381,>1000,>2,no,unemployed,450
35392,>1000,>2,no,unemployed,450
35962,>1000,>2,no,unemployed,450
36607,>1000,>2,no,unemployed,450
36630,>1000,>2,no,unemployed,450
36969,>1000,>2,no,unemployed,450
37250,>1000,>2,no,unemployed,450
37617,>1000,>2,no,unemployed,450
37649,>1000,>2,no,unemployed,450
38519,>1000,>2,no,unemployed,450
38947,>1000,>2,no,unemployed,450
39204,>1000,>2,no,unemployed,450
39867,>1000,>2,no,unemployed,450
39869,>1000,>2,no,unemployed,450
39878,>1000,>2,no,unemployed,450
40014,>1000,>2,no,unemployed,450
40126,>1000,>2,no,unemployed,450
40771,>1000,>2,no,unemployed,450
40781,>1000,>2,no,unemployed,450
41084,>1000,>2,no,unemployed,450
41367,>1000,>2,no,unemployed,450
42017,>1000,>2,no,unemployed,450
42038,>1000,>2,no,unemployed,450
42372,>1000,>2,no,unemployed,450
42654,>1000,>2,no,unemployed,450
43030,>1000,>2,no,unemployed,450
43067,>1000,>2,no,unemployed,450
43342,>1000,>2,no,unemployed,450
43429,>1000,>2,no,unemployed,450
43906,>1000,>2,no,unemployed,450
43942,>1000,>2,no,unemployed,450
44360,>1000,>2,no,unemployed,450
44607,>1000,>2,no,unemployed,450
45281,>1000,>2,no,unemployed,450
45283,>1000,>2,no,unemployed,450
45291,>1000,>2,no,unemployed,450
45421,>1000,>2,no,unemployed,450
45535,>1000,>2,no,unemployed,450
46185,>1000,>2,no,unemployed,450
46195,>1000,>2,no,unemployed,450
46492,>1000,>2,no,unemployed,450
46769,>1000,>2,no,unemployed,450
47418,>1000,>2,no,unemployed,450
47440,>1000,>2,no,unemployed,450
47774,>1000,>2,no,unemployed,450
48047,>1000,>2,no,unemployed,450
48448,>1000,>2,no,unemployed,450
48721,>1000,>2,no,unemployed,450
48803,>1000,>2,no,unemployed,450
49297,>1000,>2,no,unemployed,450
49334,>1000,>2,no,unemployed,450
50015,>1000,>2,no,unemployed,450
50704,>1000,>2,no,unemployed,450
50706,>1000,>2,no,unemployed,450
50714,>1000,>2,no,unemployed,450
50844,>1000,>2,no,unemployed,450
50959,>1000,>2,no,unemployed,450
51601,>1000,>2,no,unemployed,450
51610,>1000,>2,no,unemployed,450
52186,>1000,>2,no,unemployed,450
52827,>1000,>2,no,unemployed,450
52848,>1000,>2,no,unemployed,450
53465,>1000,>2,no,unemployed,450
53829,>1000,>2,no,unemployed,450
53868,>1000,>2,no,unemployed,450
54147,>1000,>2,no,unemployed,450
54228,>1000,>2,no,unemployed,450
54709,>1000,>2,no,unemployed,450
54747,>1000,>2,no,unemployed,450
55180,>1000,>2,no,unemployed,450
55441,>1000,>2,no,unemployed,450
56132,>1000,>2,no,unemployed,450
56134,>1000,>2,no,unemployed,450
56143,>1000,>2,no,unemployed,450
56278,>1000,>2,no,unemployed,450
56389,>1000,>2,no,unemployed,450
57024,>1000,>2,no,unemployed,450
57035,>1000,>2,no,unemployed,450
57593,>1000,>2,no,unemployed,450
58241,>1000,>2,no,unemployed,450
58260,>1000,>2,no,unemployed,450
58597,>1000,>2,no,unemployed,450
58877,>1000,>2,no,unemployed,450
59247,>1000,>2,no,unemployed,450
59284,>1000,>2,no,unemployed,450
59556,>1000,>2,no,unemployed,450
59640,>1000,>2,no,unemployed,450
60114,>1000,>2,no,unemployed,450
60148,>1000,>2,no,unemployed,450
60833,>1000,>2,no,unemployed,450
61513,>1000,>2,no,unemployed,450
61515,>1000,>2,no,unemployed,450
61524,>1000,>2,no,unemployed,450
61661,>1000,>2,no,unemployed,450
61768,>1000,>2,no,unemployed,450
62419,>1000,>2,no,unemployed,450
62429,>1000,>2,no,unemployed,450
62727,>1000,>2,no,unemployed,450
63024,>1000,>2,no,unemployed,450
63673,>1000,>2,no,unemployed,450
63696,>1000,>2,no,unemployed,450
64023,>1000,>2,no,unemployed,450
64305,>1000,>2,no,unemployed,450
64671,>1000,>2,no,unemployed,450
64704,>1000,>2,no,unemployed,450
64977,>1000,>2,no,unemployed,450
65061,>1000,>2,no,unemployed,450
65541,>1000,>2,no,unemployed,450
65579,>1000,>2,no,unemployed,450
66263,>1000,>2,no,unemployed,450
66946,>1000,>2,no,unemployed,450
